ext_no	sp	dbh	h	plot_size
100	굴참나무	27	14.4	0.04
100	굴참나무	14	13.7	0.04
100	굴참나무	27	14.4	0.04
100	굴참나무	24	14.3	0.04
100	굴참나무	18	14	0.04
100	굴참나무	23	14.2	0.04
100	굴참나무	20	14.1	0.04
100	굴참나무	19	14	0.04
100	굴참나무	17	13.9	0.04
100	굴참나무	19	14	0.04
100	굴참나무	18	14	0.04
100	굴참나무	22	14.2	0.04
100	굴참나무	25	14.3	0.04
100	굴참나무	21	14.1	0.04
100	굴참나무	24	14.3	0.04
100	굴참나무	25	14.3	0.04
100	굴참나무	20	14.1	0.04
101	편백	25.4	14.1	0.04
101	편백	24.5	13.9	0.04
101	편백	25	14	0.04
101	편백	22.8	13.5	0.04
101	편백	18.1	12.3	0.04
101	편백	30.8	15.2	0.04
101	편백	29.6	15	0.04
101	편백	27.5	14.5	0.04
101	편백	13.1	10.8	0.04
101	편백	21.3	13.1	0.04
101	편백	19.2	12.6	0.04
101	편백	26.2	14.3	0.04
101	편백	31.6	15.4	0.04
101	편백	31.2	15.3	0.04
101	편백	26.4	14.3	0.04
101	편백	26.5	14.3	0.04
101	편백	26.1	14.2	0.04
101	편백	36.1	16.3	0.04
101	편백	29.5	15	0.04
101	편백	19.6	12.7	0.04
101	편백	14.6	11.2	0.04
101	편백	15.7	11.6	0.04
101	편백	23.5	13.6	0.04
102	굴참나무	23	15	0.04
102	굴참나무	27	15.9	0.04
102	굴참나무	24	15.2	0.04
102	굴참나무	16	13.2	0.04
102	굴참나무	25	15.5	0.04
102	굴참나무	17	13.5	0.04
102	굴참나무	17	13.5	0.04
102	굴참나무	27	15.9	0.04
102	굴참나무	16	13.2	0.04
102	굴참나무	21	14.5	0.04
102	굴참나무	24	15.2	0.04
102	굴참나무	23	15	0.04
102	굴참나무	22	14.8	0.04
102	굴참나무	20	14.3	0.04
102	굴참나무	26	15.7	0.04
102	굴참나무	20	14.3	0.04
102	굴참나무	10	11.1	0.04
102	굴참나무	22	14.8	0.04
102	굴참나무	22	14.8	0.04
102	굴참나무	24	15.2	0.04
102	굴참나무	6	9.2	0.04
102	굴참나무	6	9.2	0.04
102	굴참나무	12	11.9	0.04
102	굴참나무	10	11.1	0.04
102	굴참나무	6	9.2	0.04
102	굴참나무	6	9.2	0.04
102	굴참나무	8	10.2	0.04
102	굴참나무	30	16.5	0.04
102	굴참나무	18	13.7	0.04
102	굴참나무	24	15.2	0.04
102	굴참나무	20	14.3	0.04
102	굴참나무	21	14.5	0.04
102	굴참나무	20	14.3	0.04
102	굴참나무	20	14.3	0.04
102	굴참나무	22	14.8	0.04
102	굴참나무	24	15.2	0.04
103	편백	36	20.6	0.04
103	편백	23	16.3	0.04
103	편백	21	15.5	0.04
103	편백	27.7	18	0.04
103	편백	21.5	15.7	0.04
103	편백	22.5	16.1	0.04
103	편백	21.5	15.7	0.04
103	편백	24.4	16.8	0.04
103	편백	24.1	16.7	0.04
103	편백	21.2	15.6	0.04
103	편백	28.5	18.2	0.04
103	편백	28	18.1	0.04
103	편백	18.2	14.4	0.04
103	편백	25.1	17.1	0.04
103	편백	17.5	14.1	0.04
103	편백	17.5	14.1	0.04
103	편백	27.2	17.8	0.04
103	편백	22.5	16.1	0.04
103	편백	21.2	15.6	0.04
103	편백	29.4	18.5	0.04
103	편백	20.8	15.5	0.04
103	편백	25.4	17.2	0.04
103	편백	27.1	17.8	0.04
103	편백	26.9	17.7	0.04
103	편백	33	19.7	0.04
103	편백	30	18.7	0.04
103	편백	24	16.7	0.04
103	편백	23.5	16.5	0.04
103	편백	24.1	16.7	0.04
103	편백	19.2	14.8	0.04
103	편백	26.5	17.6	0.04
103	편백	26.6	17.6	0.04
103	편백	23.8	16.6	0.04
103	편백	24	16.7	0.04
103	편백	23	16.3	0.04
103	편백	25.6	17.2	0.04
103	편백	22.2	16	0.04
103	편백	23.7	16.6	0.04
103	편백	25.6	17.2	0.04
103	편백	26.7	17.6	0.04
103	편백	21.7	15.8	0.04
103	편백	28.3	18.2	0.04
103	편백	28.6	18.3	0.04
103	편백	25.5	17.2	0.04
103	편백	27.5	17.9	0.04
103	편백	26	17.4	0.04
103	편백	24.4	16.8	0.04
103	편백	27.4	17.9	0.04
104	편백	19.9	16.7	0.04
104	편백	12.3	15.7	0.04
104	편백	20.1	16.8	0.04
104	편백	20.4	16.8	0.04
104	편백	21.9	17	0.04
104	편백	22.3	17	0.04
104	편백	18.6	16.6	0.04
104	편백	19.9	16.7	0.04
104	편백	20.7	16.8	0.04
104	편백	20.2	16.8	0.04
104	편백	26.9	17.4	0.04
104	편백	17.3	16.4	0.04
104	편백	17.1	16.4	0.04
104	편백	23.6	17.1	0.04
104	편백	19.7	16.7	0.04
104	편백	18.4	16.6	0.04
104	편백	20.2	16.8	0.04
104	편백	17.8	16.5	0.04
104	편백	18.9	16.6	0.04
104	편백	19.8	16.7	0.04
104	편백	24.1	17.2	0.04
104	편백	20.1	16.8	0.04
104	편백	22.3	17	0.04
104	편백	17.3	16.4	0.04
104	편백	20.3	16.8	0.04
104	편백	25.8	17.3	0.04
104	편백	19.8	16.7	0.04
104	편백	20	16.8	0.04
104	편백	20.8	16.8	0.04
104	편백	21	16.9	0.04
104	편백	16.4	16.3	0.04
104	편백	19.9	16.7	0.04
104	편백	21.2	16.9	0.04
104	편백	22.4	17	0.04
104	편백	21.4	16.9	0.04
104	편백	13.4	15.9	0.04
104	편백	16.4	16.3	0.04
104	편백	19.1	16.7	0.04
104	편백	18.6	16.6	0.04
104	편백	17.2	16.4	0.04
104	편백	16.9	16.4	0.04
104	편백	19	16.6	0.04
104	편백	24	17.2	0.04
104	편백	18.6	16.6	0.04
104	편백	20.8	16.8	0.04
104	편백	17.9	16.5	0.04
104	편백	21.5	16.9	0.04
104	편백	20.1	16.8	0.04
104	편백	20.1	16.8	0.04
104	편백	21.2	16.9	0.04
104	편백	25.1	17.3	0.04
104	편백	26.7	17.4	0.04
104	편백	25.7	17.3	0.04
104	편백	25.7	17.3	0.04
104	편백	19.9	16.7	0.04
104	편백	18.6	16.6	0.04
105	편백	21.8	16.9	0.04
105	편백	17	15.1	0.04
105	편백	20.5	16.5	0.04
105	편백	22.6	17.2	0.04
105	편백	17.5	15.3	0.04
105	편백	19.2	16	0.04
105	편백	23.8	17.6	0.04
105	편백	19.5	16.1	0.04
105	편백	12.3	13	0.04
105	편백	24	17.7	0.04
105	편백	17	15.1	0.04
105	편백	16.8	15	0.04
105	편백	18.5	15.7	0.04
105	편백	18	15.5	0.04
105	편백	20.6	16.5	0.04
105	편백	18	15.5	0.04
105	편백	16.7	15	0.04
105	편백	23	17.4	0.04
105	편백	17.5	15.3	0.04
105	편백	22.5	17.2	0.04
105	편백	17.5	15.3	0.04
105	편백	18.8	15.8	0.04
105	편백	21.1	16.7	0.04
105	편백	19.7	16.2	0.04
105	편백	16.8	15	0.04
105	편백	20.2	16.4	0.04
105	편백	12.5	13.1	0.04
106	편백	11	11.8	0.04
106	편백	8.3	11.9	0.04
106	편백	10.4	11.8	0.04
106	편백	14.2	11.7	0.04
106	편백	13.3	11.7	0.04
106	편백	9.8	11.8	0.04
106	편백	13.6	11.7	0.04
106	편백	12.7	11.7	0.04
106	편백	8.1	11.9	0.04
106	편백	11.9	11.7	0.04
106	편백	12.4	11.7	0.04
106	편백	9.4	11.8	0.04
106	편백	12.8	11.7	0.04
106	편백	9.1	11.8	0.04
106	편백	15.5	11.6	0.04
106	편백	12.3	11.7	0.04
106	편백	6.9	12	0.04
106	편백	8.8	11.9	0.04
106	편백	19	11.6	0.04
106	편백	15.7	11.6	0.04
106	편백	12.7	11.7	0.04
106	편백	13.1	11.7	0.04
106	편백	15.2	11.6	0.04
106	편백	9.2	11.8	0.04
106	편백	16.8	11.6	0.04
106	편백	7	11.9	0.04
106	편백	13.2	11.7	0.04
106	편백	14.6	11.7	0.04
106	편백	13.4	11.7	0.04
106	편백	14.6	11.7	0.04
106	편백	15.7	11.6	0.04
106	편백	7.4	11.9	0.04
106	편백	7.7	11.9	0.04
106	편백	13	11.7	0.04
106	편백	17.1	11.6	0.04
106	편백	17.4	11.6	0.04
106	편백	12.3	11.7	0.04
106	편백	11.3	11.8	0.04
106	편백	13.6	11.7	0.04
106	편백	13.7	11.7	0.04
106	편백	13.9	11.7	0.04
106	편백	18	11.6	0.04
106	편백	14	11.7	0.04
106	편백	10.6	11.8	0.04
106	편백	11.5	11.8	0.04
106	편백	11.6	11.7	0.04
106	편백	9.7	11.8	0.04
106	편백	20.5	11.5	0.04
106	편백	20.5	11.5	0.04
106	편백	16.5	11.6	0.04
106	편백	13.4	11.7	0.04
106	편백	13.1	11.7	0.04
106	편백	17.5	11.6	0.04
106	편백	18.2	11.6	0.04
106	편백	8.9	11.9	0.04
106	편백	8	11.9	0.04
106	편백	14.1	11.7	0.04
106	편백	10.4	11.8	0.04
106	편백	18.8	11.6	0.04
106	편백	15.2	11.6	0.04
106	편백	12.6	11.7	0.04
107	편백	6	6.4	0.04
107	편백	7.8	6.3	0.04
107	편백	24.2	5.9	0.04
107	편백	10	6.2	0.04
107	편백	8.1	6.3	0.04
107	편백	7.6	6.3	0.04
107	편백	11.5	6.1	0.04
107	편백	13	6.1	0.04
107	편백	11.3	6.1	0.04
107	편백	11.8	6.1	0.04
107	편백	16.8	6	0.04
107	편백	13.4	6.1	0.04
107	편백	9.3	6.2	0.04
107	편백	8.9	6.2	0.04
107	편백	34.3	5.7	0.04
108	신갈나무	16.7	11.4	0.04
108	신갈나무	10.2	10.1	0.04
108	신갈나무	16.2	11.3	0.04
108	신갈나무	25	12.6	0.04
108	신갈나무	13.8	10.9	0.04
108	신갈나무	7.4	9.3	0.04
108	신갈나무	13.5	10.8	0.04
108	신갈나무	12.5	10.6	0.04
108	신갈나무	6.6	9.1	0.04
108	신갈나무	8.5	9.7	0.04
108	신갈나무	8.4	9.6	0.04
108	신갈나무	16.9	11.5	0.04
108	신갈나무	8.4	9.6	0.04
108	신갈나무	9	9.8	0.04
108	신갈나무	21.2	12.1	0.04
108	신갈나무	16.5	11.4	0.04
108	신갈나무	26	12.8	0.04
108	신갈나무	16	11.3	0.04
108	신갈나무	10.2	10.1	0.04
108	신갈나무	14.5	11	0.04
108	신갈나무	6.5	9	0.04
108	신갈나무	15.9	11.3	0.04
108	신갈나무	21.2	12.1	0.04
108	신갈나무	18.7	11.8	0.04
108	신갈나무	27.7	13	0.04
108	신갈나무	17.1	11.5	0.04
108	신갈나무	11.8	10.5	0.04
108	신갈나무	14.5	11	0.04
108	신갈나무	24.6	12.6	0.04
108	신갈나무	8.6	9.7	0.04
108	신갈나무	21.2	12.1	0.04
108	신갈나무	7.5	9.4	0.04
108	신갈나무	6.4	9	0.04
108	신갈나무	6.4	9	0.04
108	신갈나무	6.2	8.9	0.04
108	신갈나무	19	11.8	0.04
108	신갈나무	19.5	11.9	0.04
108	신갈나무	20.8	12.1	0.04
108	신갈나무	25.4	12.7	0.04
108	신갈나무	13.4	10.8	0.04
108	신갈나무	9.4	9.9	0.04
108	신갈나무	21.2	12.1	0.04
108	신갈나무	8.4	9.6	0.04
108	신갈나무	25.3	12.7	0.04
108	신갈나무	22.4	12.3	0.04
108	신갈나무	12.6	10.7	0.04
108	신갈나무	6.3	9	0.04
108	신갈나무	17.4	11.5	0.04
108	신갈나무	12.6	10.7	0.04
109	삼나무	26	18.6	0.04
109	삼나무	28	19.3	0.04
109	삼나무	30	20.1	0.04
109	삼나무	22	17.1	0.04
109	삼나무	28	19.3	0.04
109	삼나무	42	23.9	0.04
109	삼나무	16	14.5	0.04
109	삼나무	24	17.9	0.04
109	삼나무	30	20.1	0.04
109	삼나무	30	20.1	0.04
109	삼나무	30	20.1	0.04
109	삼나무	26	18.6	0.04
109	삼나무	26	18.6	0.04
109	삼나무	26	18.6	0.04
109	삼나무	22	17.1	0.04
109	삼나무	24	17.9	0.04
109	삼나무	36	22	0.04
109	삼나무	24	17.9	0.04
109	삼나무	28	19.3	0.04
109	삼나무	22	17.1	0.04
109	삼나무	22	17.1	0.04
109	삼나무	24	17.9	0.04
109	삼나무	6	8.7	0.04
110	삼나무	15	14.5	0.04
110	삼나무	15	14.5	0.04
110	삼나무	15	14.5	0.04
110	삼나무	15	14.5	0.04
110	삼나무	16	15	0.04
110	삼나무	15	14.5	0.04
110	삼나무	15	14.5	0.04
110	삼나무	16	15	0.04
110	삼나무	15	14.5	0.04
110	삼나무	16	15	0.04
110	삼나무	15	14.5	0.04
110	삼나무	14	14	0.04
110	삼나무	15	14.5	0.04
110	삼나무	15	14.5	0.04
110	삼나무	15	14.5	0.04
110	삼나무	16	15	0.04
110	삼나무	16	15	0.04
110	삼나무	14	14	0.04
110	삼나무	15	14.5	0.04
110	삼나무	15	14.5	0.04
110	삼나무	16	15	0.04
110	삼나무	16	15	0.04
110	삼나무	24	18.7	0.04
110	삼나무	12	12.9	0.04
110	삼나무	22	17.9	0.04
110	삼나무	16	15	0.04
110	삼나무	16	15	0.04
110	삼나무	14	14	0.04
110	삼나무	16	15	0.04
110	삼나무	16	15	0.04
110	삼나무	6	8.9	0.04
110	삼나무	15	14.5	0.04
110	삼나무	15	14.5	0.04
110	삼나무	14	14	0.04
110	삼나무	16	15	0.04
110	삼나무	16	15	0.04
110	삼나무	16	15	0.04
110	삼나무	14	14	0.04
110	삼나무	15	14.5	0.04
110	삼나무	15	14.5	0.04
110	삼나무	13	13.4	0.04
110	삼나무	16	15	0.04
110	삼나무	15	14.5	0.04
110	삼나무	15	14.5	0.04
110	삼나무	14	14	0.04
110	삼나무	15	14.5	0.04
110	삼나무	16	15	0.04
110	삼나무	14	14	0.04
110	삼나무	13	13.4	0.04
110	삼나무	15	14.5	0.04
110	삼나무	16	15	0.04
110	삼나무	14	14	0.04
111	삼나무	22	16.6	0.04
111	삼나무	18	15.9	0.04
111	삼나무	22	16.6	0.04
111	삼나무	16	15.5	0.04
111	삼나무	8	13.4	0.04
111	삼나무	16	15.5	0.04
111	삼나무	16	15.5	0.04
111	삼나무	16	15.5	0.04
111	삼나무	16	15.5	0.04
111	삼나무	16	15.5	0.04
111	삼나무	14	15.1	0.04
111	삼나무	14	15.1	0.04
111	삼나무	20	16.3	0.04
111	삼나무	6	12.6	0.04
111	삼나무	12	14.6	0.04
111	삼나무	24	16.9	0.04
111	삼나무	26	17.2	0.04
111	삼나무	32	18	0.04
111	삼나무	18	15.9	0.04
111	삼나무	20	16.3	0.04
111	삼나무	16	15.5	0.04
111	삼나무	20	16.3	0.04
111	삼나무	24	16.9	0.04
111	삼나무	28	17.5	0.04
111	삼나무	14	15.1	0.04
111	삼나무	14	15.1	0.04
111	삼나무	18	15.9	0.04
111	삼나무	20	16.3	0.04
111	삼나무	16	15.5	0.04
111	삼나무	18	15.9	0.04
111	삼나무	8	13.4	0.04
111	삼나무	16	15.5	0.04
111	삼나무	14	15.1	0.04
111	삼나무	24	16.9	0.04
111	삼나무	8	13.4	0.04
111	삼나무	26	17.2	0.04
111	삼나무	18	15.9	0.04
111	삼나무	28	17.5	0.04
111	삼나무	38	18.7	0.04
111	삼나무	10	14	0.04
111	삼나무	10	14	0.04
111	삼나무	26	17.2	0.04
111	삼나무	14	15.1	0.04
111	삼나무	10	14	0.04
111	삼나무	12	14.6	0.04
111	삼나무	16	15.5	0.04
111	삼나무	14	15.1	0.04
111	삼나무	12	14.6	0.04
111	삼나무	14	15.1	0.04
111	삼나무	10	14	0.04
111	삼나무	8	13.4	0.04
111	삼나무	18	15.9	0.04
111	삼나무	18	15.9	0.04
111	삼나무	16	15.5	0.04
111	삼나무	18	15.9	0.04
111	삼나무	18	15.9	0.04
111	삼나무	18	15.9	0.04
111	삼나무	24	16.9	0.04
111	삼나무	20	16.3	0.04
111	삼나무	14	15.1	0.04
111	삼나무	28	17.5	0.04
111	삼나무	24	16.9	0.04
111	삼나무	18	15.9	0.04
111	삼나무	16	15.5	0.04
111	삼나무	18	15.9	0.04
111	삼나무	6	12.6	0.04
111	삼나무	18	15.9	0.04
111	삼나무	14	15.1	0.04
111	삼나무	22	16.6	0.04
111	삼나무	24	16.9	0.04
111	삼나무	24	16.9	0.04
111	삼나무	12	14.6	0.04
111	삼나무	16	15.5	0.04
111	삼나무	32	18	0.04
112	삼나무	8	7.1	0.04
112	삼나무	10	7.8	0.04
112	삼나무	12	8.5	0.04
112	삼나무	6	6.2	0.04
112	삼나무	16	9.6	0.04
112	삼나무	6	6.2	0.04
112	삼나무	8	7.1	0.04
112	삼나무	6	6.2	0.04
112	삼나무	6	6.2	0.04
112	삼나무	10	7.8	0.04
112	삼나무	12	8.5	0.04
112	삼나무	8	7.1	0.04
112	삼나무	8	7.1	0.04
112	삼나무	14	9	0.04
112	삼나무	14	9	0.04
112	삼나무	8	7.1	0.04
112	삼나무	6	6.2	0.04
112	삼나무	8	7.1	0.04
112	삼나무	6	6.2	0.04
112	삼나무	10	7.8	0.04
112	삼나무	10	7.8	0.04
112	삼나무	12	8.5	0.04
112	삼나무	10	7.8	0.04
112	삼나무	12	8.5	0.04
112	삼나무	6	6.2	0.04
112	삼나무	8	7.1	0.04
112	삼나무	8	7.1	0.04
112	삼나무	30	12.6	0.04
112	삼나무	12	8.5	0.04
112	삼나무	18	10.1	0.04
112	삼나무	30	12.6	0.04
112	삼나무	10	7.8	0.04
112	삼나무	14	9	0.04
112	삼나무	8	7.1	0.04
112	삼나무	8	7.1	0.04
112	삼나무	12	8.5	0.04
112	삼나무	6	6.2	0.04
112	삼나무	6	6.2	0.04
112	삼나무	8	7.1	0.04
112	삼나무	6	6.2	0.04
112	삼나무	6	6.2	0.04
112	삼나무	10	7.8	0.04
112	삼나무	8	7.1	0.04
112	삼나무	10	7.8	0.04
112	삼나무	14	9	0.04
112	삼나무	8	7.1	0.04
112	삼나무	6	6.2	0.04
112	삼나무	14	9	0.04
112	삼나무	10	7.8	0.04
112	삼나무	10	7.8	0.04
113	신갈나무	7.5	10.2	0.04
113	신갈나무	18.8	15.2	0.04
113	신갈나무	10.3	11.7	0.04
113	신갈나무	9	11.1	0.04
113	신갈나무	11.2	12.2	0.04
113	신갈나무	12.5	12.8	0.04
113	신갈나무	20.1	15.7	0.04
113	신갈나무	11.2	12.2	0.04
113	신갈나무	11.8	12.4	0.04
113	신갈나무	8.3	10.7	0.04
113	신갈나무	18.1	15	0.04
113	신갈나무	8.7	10.9	0.04
113	신갈나무	7	9.9	0.04
113	신갈나무	15	13.8	0.04
113	신갈나무	18.3	15	0.04
113	신갈나무	10	11.6	0.04
113	신갈나무	15.7	14.1	0.04
113	신갈나무	7.9	10.5	0.04
113	신갈나무	10	11.6	0.04
113	신갈나무	11.2	12.2	0.04
113	신갈나무	9.8	11.5	0.04
113	신갈나무	8.4	10.7	0.04
113	신갈나무	18.9	15.3	0.04
113	신갈나무	13.8	13.3	0.04
113	신갈나무	21.4	16.1	0.04
113	신갈나무	16.7	14.5	0.04
113	신갈나무	8.8	11	0.04
113	신갈나무	12.5	12.8	0.04
113	신갈나무	17	14.6	0.04
113	신갈나무	7.1	10	0.04
113	신갈나무	15.5	14	0.04
113	신갈나무	10.8	12	0.04
113	신갈나무	7.1	10	0.04
113	신갈나무	16.1	14.2	0.04
113	신갈나무	22.7	16.5	0.04
113	신갈나무	11.4	12.3	0.04
113	신갈나무	9.1	11.1	0.04
113	신갈나무	7.6	10.3	0.04
113	신갈나무	11.9	12.5	0.04
113	신갈나무	11.3	12.2	0.04
113	신갈나무	15	13.8	0.04
113	신갈나무	16.8	14.5	0.04
113	신갈나무	15.6	14	0.04
113	신갈나무	9.7	11.4	0.04
113	신갈나무	18.4	15.1	0.04
113	신갈나무	18.6	15.2	0.04
113	신갈나무	8.8	11	0.04
113	신갈나무	12.6	12.8	0.04
113	신갈나무	18.3	15	0.04
113	신갈나무	8.1	10.6	0.04
113	신갈나무	9.8	11.5	0.04
113	신갈나무	12.6	12.8	0.04
113	신갈나무	13.9	13.4	0.04
113	신갈나무	14.9	13.8	0.04
113	신갈나무	8.7	10.9	0.04
113	신갈나무	9.8	11.5	0.04
113	신갈나무	9.4	11.3	0.04
113	신갈나무	22.6	16.5	0.04
113	신갈나무	18.3	15	0.04
113	신갈나무	18.1	15	0.04
114	중부지방소나무	10.5	8.1	0.04
114	중부지방소나무	9	7.9	0.04
114	중부지방소나무	12.2	8.4	0.04
114	중부지방소나무	15.5	8.8	0.04
114	중부지방소나무	15.5	8.8	0.04
114	중부지방소나무	11	8.2	0.04
114	중부지방소나무	6.5	7.4	0.04
114	중부지방소나무	8.1	7.7	0.04
114	중부지방소나무	15	8.7	0.04
114	중부지방소나무	17	8.9	0.04
114	중부지방소나무	9.5	7.9	0.04
114	중부지방소나무	6.2	7.3	0.04
114	중부지방소나무	7.5	7.6	0.04
114	중부지방소나무	14	8.6	0.04
114	중부지방소나무	10	8	0.04
114	중부지방소나무	9.5	7.9	0.04
114	중부지방소나무	11	8.2	0.04
114	중부지방소나무	10.5	8.1	0.04
114	중부지방소나무	12.2	8.4	0.04
114	중부지방소나무	14.5	8.7	0.04
114	중부지방소나무	8.5	7.8	0.04
114	중부지방소나무	8	7.7	0.04
114	중부지방소나무	7.9	7.6	0.04
114	중부지방소나무	8	7.7	0.04
114	중부지방소나무	17	8.9	0.04
114	중부지방소나무	10	8	0.04
114	중부지방소나무	8	7.7	0.04
114	중부지방소나무	11.8	8.3	0.04
114	중부지방소나무	11.5	8.3	0.04
115	중부지방소나무	8.2	7.9	0.01
115	중부지방소나무	11	7.9	0.01
115	중부지방소나무	10.2	7.9	0.01
115	중부지방소나무	13.4	7.8	0.01
115	중부지방소나무	9	7.9	0.01
115	중부지방소나무	12.8	7.8	0.01
115	중부지방소나무	7.4	8	0.01
115	중부지방소나무	11.7	7.8	0.01
115	중부지방소나무	7.2	8	0.01
115	중부지방소나무	8.7	7.9	0.01
115	중부지방소나무	7.6	8	0.01
115	중부지방소나무	10.5	7.9	0.01
115	중부지방소나무	11.4	7.8	0.01
115	중부지방소나무	7.8	7.9	0.01
115	중부지방소나무	7.6	8	0.01
115	중부지방소나무	7.3	8	0.01
115	중부지방소나무	11.4	7.8	0.01
115	중부지방소나무	13.7	7.8	0.01
115	중부지방소나무	10.8	7.9	0.01
115	중부지방소나무	8.9	7.9	0.01
116	중부지방소나무	23.6	16.3	0.04
116	중부지방소나무	32	18	0.04
116	중부지방소나무	27.7	17.2	0.04
116	중부지방소나무	23	16.2	0.04
116	중부지방소나무	25.7	16.8	0.04
116	중부지방소나무	19.3	15.3	0.04
116	중부지방소나무	27.6	17.2	0.04
116	중부지방소나무	19.9	15.4	0.04
116	중부지방소나무	29.5	17.5	0.04
116	중부지방소나무	15.8	14.3	0.04
116	중부지방소나무	26.4	16.9	0.04
116	중부지방소나무	15.7	14.3	0.04
116	중부지방소나무	31.9	18	0.04
116	중부지방소나무	21.5	15.8	0.04
116	중부지방소나무	28.5	17.3	0.04
116	중부지방소나무	28.8	17.4	0.04
116	중부지방소나무	24.8	16.6	0.04
116	중부지방소나무	29.5	17.5	0.04
116	중부지방소나무	38.4	19.1	0.04
116	중부지방소나무	20	15.5	0.04
116	중부지방소나무	30.5	17.7	0.04
116	중부지방소나무	23.7	16.3	0.04
116	중부지방소나무	19.1	15.2	0.04
116	중부지방소나무	12	13.1	0.04
116	중부지방소나무	6.1	10.5	0.04
116	중부지방소나무	23	16.2	0.04
116	중부지방소나무	19.4	15.3	0.04
116	중부지방소나무	12.8	13.4	0.04
116	중부지방소나무	6.9	10.9	0.04
117	신갈나무	19.9	11.8	0.04
117	신갈나무	8.9	9.4	0.04
117	신갈나무	11.2	10	0.04
117	신갈나무	21.2	12	0.04
117	신갈나무	10.7	9.9	0.04
117	신갈나무	11.1	10	0.04
117	신갈나무	15.5	11	0.04
117	신갈나무	13.7	10.6	0.04
117	신갈나무	10.4	9.8	0.04
117	신갈나무	22.4	12.2	0.04
117	신갈나무	10.8	9.9	0.04
117	신갈나무	13.3	10.6	0.04
117	신갈나무	21.2	12	0.04
117	신갈나무	10.4	9.8	0.04
117	신갈나무	14	10.7	0.04
117	신갈나무	14.3	10.8	0.04
117	신갈나무	17.6	11.4	0.04
117	신갈나무	22.6	12.3	0.04
117	신갈나무	20.6	11.9	0.04
117	신갈나무	15.9	11.1	0.04
117	신갈나무	11.5	10.1	0.04
117	신갈나무	16.5	11.2	0.04
117	신갈나무	21.8	12.1	0.04
117	신갈나무	13.4	10.6	0.04
117	신갈나무	15.9	11.1	0.04
117	신갈나무	11.6	10.1	0.04
117	신갈나무	13.5	10.6	0.04
117	신갈나무	7.6	9	0.04
117	신갈나무	9.1	9.5	0.04
117	신갈나무	15.3	11	0.04
117	신갈나무	12.2	10.3	0.04
117	신갈나무	8.3	9.2	0.04
117	신갈나무	15.7	11.1	0.04
117	신갈나무	13.6	10.6	0.04
117	신갈나무	8.1	9.2	0.04
117	신갈나무	10.8	9.9	0.04
117	신갈나무	13.7	10.6	0.04
117	신갈나무	9.9	9.7	0.04
117	신갈나무	21.3	12.1	0.04
118	신갈나무	21.5	12.4	0.04
118	신갈나무	14.5	10.8	0.04
118	신갈나무	10.5	9.6	0.04
118	신갈나무	13.7	10.6	0.04
118	신갈나무	13.6	10.5	0.04
118	신갈나무	18.9	11.8	0.04
118	신갈나무	14.6	10.8	0.04
118	신갈나무	17	11.4	0.04
118	신갈나무	15	10.9	0.04
118	신갈나무	26.1	13.3	0.04
118	신갈나무	9.8	9.4	0.04
118	신갈나무	8.4	8.9	0.04
118	신갈나무	15.5	11	0.04
118	신갈나무	20	12.1	0.04
118	신갈나무	13.9	10.6	0.04
118	신갈나무	15.1	10.9	0.04
118	신갈나무	27.2	13.5	0.04
118	신갈나무	18.4	11.7	0.04
118	신갈나무	16.9	11.4	0.04
118	신갈나무	27.5	13.6	0.04
118	신갈나무	11.4	9.9	0.04
118	신갈나무	21.6	12.4	0.04
118	신갈나무	26.7	13.4	0.04
118	신갈나무	15.3	11	0.04
118	신갈나무	14.1	10.7	0.04
118	신갈나무	12.6	10.2	0.04
118	신갈나무	19.1	11.9	0.04
118	신갈나무	11.8	10	0.04
118	신갈나무	17.4	11.5	0.04
118	신갈나무	21.4	12.4	0.04
118	신갈나무	17.2	11.5	0.04
119	낙엽송	23.5	24.1	0.04
119	낙엽송	32	24.7	0.04
119	낙엽송	30.7	24.6	0.04
119	낙엽송	30.5	24.6	0.04
119	낙엽송	30.9	24.7	0.04
119	낙엽송	29.4	24.6	0.04
119	낙엽송	31.3	24.7	0.04
119	낙엽송	27.3	24.4	0.04
119	낙엽송	29.8	24.6	0.04
119	낙엽송	28.3	24.5	0.04
119	낙엽송	28.4	24.5	0.04
119	낙엽송	31.2	24.7	0.04
119	낙엽송	24.4	24.2	0.04
119	낙엽송	31.5	24.7	0.04
119	낙엽송	32.9	24.8	0.04
119	낙엽송	33.5	24.8	0.04
119	낙엽송	32.6	24.8	0.04
119	낙엽송	31.2	24.7	0.04
119	낙엽송	28	24.5	0.04
120	중부지방소나무	14.9	10.3	0.04
120	중부지방소나무	16.8	11.1	0.04
120	중부지방소나무	16.9	11.1	0.04
120	중부지방소나무	9.4	7.7	0.04
120	중부지방소나무	9.3	7.7	0.04
120	중부지방소나무	12.1	9	0.04
120	중부지방소나무	13.3	9.6	0.04
120	중부지방소나무	20.5	12.5	0.04
120	중부지방소나무	15.3	10.4	0.04
120	중부지방소나무	21.8	13	0.04
120	중부지방소나무	23	13.4	0.04
120	중부지방소나무	13.8	9.8	0.04
120	중부지방소나무	15.5	10.5	0.04
120	중부지방소나무	23.1	13.5	0.04
120	중부지방소나무	14	9.9	0.04
120	중부지방소나무	16.3	10.9	0.04
120	중부지방소나무	25.3	14.2	0.04
120	중부지방소나무	23.2	13.5	0.04
