ext_no	sp	dbh	h	plot_size
60	졸참나무	18.7	16.2	0.04
60	졸참나무	18.8	16.2	0.04
60	졸참나무	20.7	16.1	0.04
60	졸참나무	20.7	16.1	0.04
60	졸참나무	24.8	15.9	0.04
60	편백	23.2	16	0.04
60	편백	30	15.7	0.04
60	편백	15	16.5	0.04
60	편백	14	16.6	0.04
60	졸참나무	20.8	16.1	0.04
60	졸참나무	26.9	15.9	0.04
60	편백	28	15.8	0.04
60	편백	32	15.7	0.04
61	중부지방소나무	21.5	16.1	0.04
61	중부지방소나무	20	15.8	0.04
61	중부지방소나무	21	16	0.04
61	중부지방소나무	13	14	0.04
61	중부지방소나무	20.5	15.9	0.04
61	중부지방소나무	24.5	16.7	0.04
61	중부지방소나무	32	18	0.04
61	중부지방소나무	28	17.3	0.04
61	중부지방소나무	23	16.4	0.04
61	중부지방소나무	26.5	17.1	0.04
61	중부지방소나무	27.5	17.2	0.04
61	중부지방소나무	29	17.5	0.04
61	중부지방소나무	22	16.2	0.04
61	중부지방소나무	22.5	16.3	0.04
61	중부지방소나무	22	16.2	0.04
61	중부지방소나무	28.5	17.4	0.04
61	중부지방소나무	19	15.6	0.04
61	중부지방소나무	35	18.4	0.04
61	중부지방소나무	23	16.4	0.04
61	중부지방소나무	23.5	16.5	0.04
61	중부지방소나무	36	18.6	0.04
62	신갈나무	19.3	11.6	0.04
62	신갈나무	27.9	14.3	0.04
62	신갈나무	19.8	11.7	0.04
62	산벚나무	3.5	4.3	0.04
62	신갈나무	9.6	7.7	0.04
62	신갈나무	4.7	5.1	0.04
62	신갈나무	19.5	11.6	0.04
62	신갈나무	30	14.9	0.04
62	신갈나무	5.8	5.8	0.04
62	신갈나무	54.4	21	0.04
62	신갈나무	17.9	11.1	0.04
62	신갈나무	25.2	13.5	0.04
62	신갈나무	29.3	14.7	0.04
62	신갈나무	6.5	6.2	0.04
62	신갈나무	23.5	13	0.04
62	신갈나무	3	4	0.04
62	신갈나무	10.1	8	0.04
62	신갈나무	24.5	13.3	0.04
62	신갈나무	19.2	11.5	0.04
62	신갈나무	19.8	11.7	0.04
62	신갈나무	3.8	4.5	0.04
62	신갈나무	3.1	4	0.04
62	신갈나무	23.7	13	0.04
62	신갈나무	14.9	10	0.04
62	신갈나무	3.2	4.1	0.04
62	신갈나무	5.3	5.5	0.04
62	신갈나무	12.3	8.9	0.04
62	신갈나무	15.8	10.3	0.04
62	신갈나무	15	10	0.04
62	신갈나무	30.2	15	0.04
62	신갈나무	8.3	7.1	0.04
62	신갈나무	12.2	8.9	0.04
63	신갈나무	17	9.8	0.04
63	신갈나무	22.9	11	0.04
63	신갈나무	3.7	5.6	0.04
63	신갈나무	17.7	10	0.04
63	신갈나무	20.6	10.6	0.04
63	신갈나무	24.6	11.3	0.04
63	신갈나무	17.1	9.9	0.04
63	신갈나무	19.7	10.4	0.04
63	신갈나무	17.9	10	0.04
63	신갈나무	10.8	8.3	0.04
63	신갈나무	6.6	6.9	0.04
63	신갈나무	26.2	11.6	0.04
63	신갈나무	10.4	8.2	0.04
63	신갈나무	12.7	8.8	0.04
63	신갈나무	3.2	5.3	0.04
63	신갈나무	2.7	4.9	0.04
63	신갈나무	16	9.6	0.04
63	신갈나무	21	10.6	0.04
63	신갈나무	21.6	10.8	0.04
63	신갈나무	22.4	10.9	0.04
63	신갈나무	14	9.2	0.04
63	신갈나무	38.5	13.4	0.04
63	신갈나무	3.2	5.3	0.04
63	신갈나무	3.1	5.2	0.04
63	신갈나무	23.5	11.1	0.04
63	신갈나무	2.8	5	0.04
63	신갈나무	2.7	4.9	0.04
63	신갈나무	24.4	11.3	0.04
63	신갈나무	14	9.2	0.04
63	신갈나무	10.2	8.1	0.04
63	신갈나무	16.2	9.7	0.04
63	신갈나무	23.7	11.1	0.04
63	신갈나무	3.1	5.2	0.04
63	신갈나무	41	13.7	0.04
63	신갈나무	4.1	5.8	0.04
63	신갈나무	3	5.1	0.04
63	신갈나무	3	5.1	0.04
63	신갈나무	2.6	4.9	0.04
63	신갈나무	25.8	11.5	0.04
63	신갈나무	2.1	4.5	0.04
63	신갈나무	22.1	10.9	0.04
64	졸참나무	24.8	18.9	0.04
64	신갈나무	5.5	7.2	0.04
64	졸참나무	17.3	15	0.04
64	신갈나무	22.2	17.7	0.04
64	졸참나무	20.6	16.8	0.04
64	신갈나무	21.6	17.3	0.04
64	신갈나무	10.5	10.9	0.04
64	신갈나무	19.1	16	0.04
64	신갈나무	16.3	14.5	0.04
64	신갈나무	33	22.7	0.04
64	신갈나무	9	9.9	0.04
64	강원지방소나무	47	28.5	0.04
64	신갈나무	5.5	7.2	0.04
64	신갈나무	15	13.7	0.04
64	신갈나무	9.2	10	0.04
64	신갈나무	13	12.5	0.04
64	졸참나무	5.2	7	0.04
64	신갈나무	8	9.2	0.04
64	졸참나무	14.8	13.6	0.04
64	신갈나무	31.2	21.9	0.04
64	졸참나무	10.2	10.7	0.04
64	신갈나무	17.5	15.2	0.04
64	신갈나무	26.4	19.7	0.04
64	신갈나무	15.5	14	0.04
64	신갈나무	7.8	9	0.04
64	신갈나무	16	14.3	0.04
64	졸참나무	17.3	15	0.04
64	신갈나무	13.7	13	0.04
64	신갈나무	22.7	17.9	0.04
64	신갈나무	8.2	9.3	0.04
64	신갈나무	22.2	17.7	0.04
64	졸참나무	24.7	18.9	0.04
64	신갈나무	17.2	15	0.04
64	신갈나무	23	18.1	0.04
64	신갈나무	18.3	15.6	0.04
64	신갈나무	9	9.9	0.04
65	신갈나무	12.8	11.4	0.04
65	신갈나무	2.9	3.1	0.04
65	신갈나무	6.6	6.4	0.04
65	신갈나무	15.3	13.3	0.04
65	갈참나무	15	13.1	0.04
65	신갈나무	14.7	12.9	0.04
65	신갈나무	4	4.1	0.04
65	신갈나무	20.6	17.3	0.04
65	신갈나무	2.8	3	0.04
65	신갈나무	12.2	10.9	0.04
65	신갈나무	3.3	3.5	0.04
65	신갈나무	11.6	10.4	0.04
65	신갈나무	11.7	10.5	0.04
65	신갈나무	11.8	10.6	0.04
65	신갈나무	7.2	6.9	0.04
65	신갈나무	15.6	13.6	0.04
65	신갈나무	20.5	17.2	0.04
65	신갈나무	18.2	15.5	0.04
65	졸참나무	21	17.6	0.04
65	신갈나무	11.6	10.4	0.04
65	신갈나무	28.2	22.8	0.04
65	신갈나무	7.1	6.8	0.04
65	갈참나무	19.5	16.5	0.04
65	갈참나무	30.5	24.4	0.04
65	신갈나무	12.5	11.2	0.04
65	신갈나무	10.2	9.3	0.04
65	신갈나무	11	10	0.04
65	신갈나무	5.4	5.3	0.04
65	신갈나무	4.2	4.3	0.04
65	신갈나무	2.7	2.9	0.04
65	신갈나무	3.6	3.7	0.04
65	신갈나무	17.2	14.8	0.04
65	신갈나무	22.1	18.4	0.04
65	신갈나무	15	13.1	0.04
65	신갈나무	6.2	6	0.04
65	신갈나무	19.1	16.2	0.04
65	신갈나무	7.4	7	0.04
65	신갈나무	24.1	19.9	0.04
65	신갈나무	24.3	20	0.04
65	신갈나무	4.4	4.5	0.04
65	신갈나무	3.2	3.4	0.04
65	신갈나무	17.5	15	0.04
65	신갈나무	4.6	4.6	0.04
65	신갈나무	2.5	2.7	0.04
66	신갈나무	2.5	6.7	0.04
66	신갈나무	2.6	6.8	0.04
66	신갈나무	2.6	6.8	0.04
66	신갈나무	4.4	7.8	0.04
66	신갈나무	38.2	13.7	0.04
66	신갈나무	6.1	8.5	0.04
66	신갈나무	3	7.1	0.04
66	신갈나무	6.2	8.5	0.04
66	신갈나무	2.7	6.9	0.04
66	신갈나무	21.3	11.8	0.04
66	신갈나무	25	12.3	0.04
66	신갈나무	36.4	13.6	0.04
66	신갈나무	4.2	7.7	0.04
66	신갈나무	32.9	13.2	0.04
66	신갈나무	5	8.1	0.04
66	신갈나무	2.9	7	0.04
66	신갈나무	20.1	11.6	0.04
66	신갈나무	7.9	9.1	0.04
66	신갈나무	24	12.2	0.04
66	신갈나무	24.9	12.3	0.04
66	신갈나무	45.1	14.3	0.04
66	신갈나무	30.3	12.9	0.04
66	신갈나무	15	10.7	0.04
66	신갈나무	12	10.1	0.04
66	신갈나무	7	8.8	0.04
66	신갈나무	13.7	10.5	0.04
66	신갈나무	19.8	11.6	0.04
66	신갈나무	2.9	7	0.04
66	신갈나무	36.3	13.5	0.04
66	신갈나무	3.1	7.1	0.04
66	신갈나무	28.8	12.7	0.04
66	신갈나무	2.5	6.7	0.04
66	신갈나무	3.3	7.2	0.04
66	신갈나무	2.8	6.9	0.04
66	신갈나무	4.7	7.9	0.04
67	신갈나무	21.6	14.7	0.04
67	신갈나무	7.2	11.1	0.04
67	신갈나무	19.5	14.3	0.04
67	신갈나무	5.5	10.4	0.04
67	신갈나무	16.4	13.7	0.04
67	신갈나무	5.5	10.4	0.04
67	신갈나무	4.2	9.7	0.04
67	신갈나무	9.4	11.9	0.04
67	신갈나무	7	11	0.04
67	신갈나무	17.9	14	0.04
67	신갈나무	6.8	11	0.04
67	신갈나무	12.2	12.7	0.04
67	신갈나무	10.3	12.2	0.04
67	신갈나무	6.8	11	0.04
67	신갈나무	25	15.2	0.04
67	신갈나무	9.5	11.9	0.04
67	신갈나무	24.6	15.1	0.04
67	신갈나무	6.5	10.8	0.04
67	신갈나무	11.6	12.5	0.04
67	신갈나무	17.8	14	0.04
67	신갈나무	32.8	16.3	0.04
67	신갈나무	3.9	9.5	0.04
67	신갈나무	6	10.6	0.04
67	신갈나무	19.9	14.4	0.04
67	신갈나무	5	10.2	0.04
67	신갈나무	13.7	13.1	0.04
67	신갈나무	13.8	13.1	0.04
67	신갈나무	23.9	15	0.04
67	신갈나무	14	13.1	0.04
67	신갈나무	21.2	14.6	0.04
67	신갈나무	6.8	11	0.04
67	신갈나무	25.3	15.2	0.04
67	신갈나무	11.8	12.6	0.04
67	신갈나무	25.7	15.3	0.04
67	신갈나무	5.3	10.3	0.04
67	신갈나무	6.9	11	0.04
67	신갈나무	6.9	11	0.04
67	신갈나무	13.8	13.1	0.04
67	신갈나무	15.3	13.4	0.04
67	신갈나무	9.1	11.8	0.04
67	신갈나무	41.1	17.2	0.04
67	신갈나무	6.2	10.7	0.04
67	신갈나무	27.7	15.6	0.04
67	신갈나무	34.9	16.5	0.04
67	신갈나무	6.9	11	0.04
67	신갈나무	16.8	13.8	0.04
67	신갈나무	24.2	15.1	0.04
67	신갈나무	5.5	10.4	0.04
67	신갈나무	49	18	0.04
67	신갈나무	4	9.6	0.04
67	신갈나무	5.8	10.5	0.04
67	신갈나무	33	16.3	0.04
67	신갈나무	4	9.6	0.04
67	신갈나무	12.6	12.8	0.04
67	신갈나무	25.3	15.2	0.04
67	신갈나무	7.6	11.3	0.04
67	신갈나무	20.5	14.5	0.04
67	신갈나무	13.6	13	0.04
67	신갈나무	2.9	8.9	0.04
67	신갈나무	23	14.9	0.04
68	굴참나무	8	11.2	0.04
68	상수리나무	4.4	7.9	0.04
68	상수리나무	3.2	6.6	0.04
68	굴참나무	23.3	20.8	0.04
68	굴참나무	13	14.8	0.04
68	상수리나무	4.5	8	0.04
68	굴참나무	22.3	20.3	0.04
68	상수리나무	4.8	8.4	0.04
68	상수리나무	9.5	12.4	0.04
68	굴참나무	24	21.1	0.04
68	굴참나무	27.8	23	0.04
68	굴참나무	26.1	22.2	0.04
68	굴참나무	17.4	17.6	0.04
68	굴참나무	15	16.1	0.04
68	상수리나무	20.3	19.2	0.04
68	굴참나무	18.2	18	0.04
68	잣나무	5	8.6	0.04
68	굴참나무	14	15.5	0.04
68	상수리나무	15.3	16.3	0.04
68	상수리나무	10	12.8	0.04
68	상수리나무	5.7	9.2	0.04
68	굴참나무	38.3	27.7	0.04
68	굴참나무	8.4	11.5	0.04
68	굴참나무	8.9	11.9	0.04
68	상수리나무	20.1	19.1	0.04
68	굴참나무	18	17.9	0.04
68	굴참나무	17.8	17.8	0.04
68	굴참나무	16.5	17	0.04
68	상수리나무	5.8	9.3	0.04
68	상수리나무	8.7	11.8	0.04
68	상수리나무	7.9	11.1	0.04
68	상수리나무	10.5	13.1	0.04
68	굴참나무	10	12.8	0.04
68	굴참나무	14.5	15.8	0.04
68	상수리나무	16.8	17.2	0.04
68	상수리나무	14.3	15.7	0.04
68	상수리나무	19	18.5	0.04
68	굴참나무	17.8	17.8	0.04
68	상수리나무	15.3	16.3	0.04
68	굴참나무	17.9	17.9	0.04
68	굴참나무	21.8	20	0.04
68	상수리나무	5.2	8.7	0.04
68	굴참나무	18.5	18.2	0.04
68	굴참나무	14.5	15.8	0.04
68	상수리나무	3.2	6.6	0.04
68	굴참나무	38.6	27.8	0.04
68	상수리나무	6.3	9.8	0.04
69	상수리나무	2.7	8.9	0.04
69	상수리나무	6.1	10.3	0.04
69	상수리나무	28.5	13.4	0.04
69	상수리나무	26.4	13.2	0.04
69	상수리나무	16.8	12.2	0.04
69	상수리나무	11.5	11.4	0.04
69	신갈나무	4.7	9.8	0.04
69	상수리나무	5.2	10	0.04
69	상수리나무	7.2	10.6	0.04
69	신갈나무	4.8	9.8	0.04
69	상수리나무	5.3	10	0.04
69	상수리나무	38.5	14.1	0.04
69	상수리나무	3	9.1	0.04
69	상수리나무	23.1	12.9	0.04
69	상수리나무	22	12.8	0.04
69	신갈나무	5.2	10	0.04
69	상수리나무	20.2	12.6	0.04
69	상수리나무	36.6	14	0.04
69	상수리나무	4.5	9.7	0.04
69	신갈나무	21.5	12.8	0.04
69	상수리나무	2.7	8.9	0.04
69	상수리나무	20.3	12.6	0.04
69	잣나무	11.5	11.4	0.04
69	신갈나무	10.1	11.2	0.04
69	상수리나무	2.6	8.9	0.04
69	신갈나무	6.3	10.3	0.04
69	상수리나무	4.1	9.6	0.04
69	상수리나무	32.5	13.7	0.04
69	상수리나무	17.8	12.3	0.04
69	상수리나무	5.5	10.1	0.04
69	신갈나무	5.9	10.2	0.04
69	신갈나무	8.5	10.9	0.04
69	잣나무	7.7	10.7	0.04
69	상수리나무	6	10.2	0.04
69	상수리나무	30.5	13.5	0.04
69	상수리나무	3	9.1	0.04
69	상수리나무	5.8	10.2	0.04
69	상수리나무	3.2	9.2	0.04
69	상수리나무	4.5	9.7	0.04
69	상수리나무	20.9	12.7	0.04
69	상수리나무	19.8	12.6	0.04
69	신갈나무	8.1	10.8	0.04
69	상수리나무	6.2	10.3	0.04
69	상수리나무	9.5	11.1	0.04
69	상수리나무	7.8	10.7	0.04
69	신갈나무	8.8	10.9	0.04
69	상수리나무	4.6	9.8	0.04
69	상수리나무	4.6	9.8	0.04
69	상수리나무	28.9	13.4	0.04
69	신갈나무	13	11.7	0.04
69	신갈나무	22	12.8	0.04
69	상수리나무	2.8	9	0.04
69	상수리나무	4.8	9.8	0.04
69	상수리나무	4.8	9.8	0.04
69	상수리나무	29.4	13.5	0.04
69	상수리나무	18.5	12.4	0.04
69	상수리나무	12.2	11.6	0.04
70	상수리나무	20.3	13.9	0.04
70	신갈나무	20.2	13.9	0.04
70	상수리나무	8.1	7.6	0.04
70	상수리나무	4.3	5	0.04
70	상수리나무	8.7	8	0.04
70	상수리나무	10.5	9	0.04
70	상수리나무	6.4	6.5	0.04
70	상수리나무	30	18	0.04
70	신갈나무	9.9	8.7	0.04
70	상수리나무	20.5	14	0.04
70	상수리나무	22.9	15.1	0.04
70	상수리나무	9.2	8.3	0.04
70	상수리나무	3.7	4.6	0.04
70	산벚나무	9.1	8.2	0.04
70	상수리나무	14.5	11.2	0.04
70	상수리나무	5.3	5.8	0.04
70	상수리나무	3.1	4.1	0.04
70	상수리나무	34.7	19.8	0.04
70	상수리나무	6	6.3	0.04
70	상수리나무	21.8	14.6	0.04
70	상수리나무	28.3	17.3	0.04
70	신갈나무	10.7	9.2	0.04
70	상수리나무	5.9	6.2	0.04
70	산벚나무	4.8	5.4	0.04
70	상수리나무	19.6	13.6	0.04
70	상수리나무	3.4	4.3	0.04
70	상수리나무	20.5	14	0.04
70	상수리나무	5	5.6	0.04
70	상수리나무	35.5	20.1	0.04
70	상수리나무	29	17.6	0.04
70	상수리나무	2.8	3.8	0.04
70	상수리나무	14.7	11.3	0.04
70	산벚나무	12.8	10.3	0.04
70	상수리나무	17.8	12.8	0.04
70	상수리나무	5.7	6.1	0.04
70	신갈나무	6.9	6.9	0.04
70	상수리나무	4.1	4.9	0.04
70	상수리나무	19.2	13.4	0.04
70	상수리나무	8.3	7.8	0.04
70	상수리나무	3.2	4.2	0.04
70	상수리나무	24.7	15.8	0.04
70	상수리나무	3	4	0.04
70	상수리나무	6.1	6.3	0.04
70	상수리나무	7.9	7.5	0.04
70	상수리나무	5.2	5.7	0.04
70	신갈나무	9.5	8.5	0.04
70	신갈나무	22.7	15	0.04
70	상수리나무	3.5	4.4	0.04
70	상수리나무	3.5	4.4	0.04
71	갈참나무	9.5	13.4	0.04
71	갈참나무	5	12.1	0.04
71	갈참나무	6.5	12.6	0.04
71	상수리나무	7	12.8	0.04
71	갈참나무	9.3	13.4	0.04
71	갈참나무	9.3	13.4	0.04
71	갈참나무	11.7	13.9	0.04
71	상수리나무	24	15.6	0.04
71	상수리나무	5.5	12.3	0.04
71	갈참나무	5.5	12.3	0.04
71	갈참나무	2.9	11.1	0.04
71	상수리나무	10.4	13.6	0.04
71	상수리나무	15.5	14.5	0.04
71	갈참나무	4.7	12	0.04
71	갈참나무	7.7	13	0.04
71	갈참나무	4.4	11.8	0.04
71	갈참나무	7.1	12.8	0.04
71	중부지방소나무	9	13.3	0.04
71	상수리나무	13.9	14.3	0.04
71	갈참나무	6.5	12.6	0.04
71	갈참나무	3.5	11.4	0.04
71	갈참나무	6.5	12.6	0.04
71	상수리나무	3.6	11.5	0.04
71	갈참나무	4.6	11.9	0.04
71	갈참나무	3.5	11.4	0.04
71	상수리나무	4.5	11.9	0.04
71	갈참나무	6	12.5	0.04
71	갈참나무	12.7	14.1	0.04
71	갈참나무	3.1	11.2	0.04
71	상수리나무	18.2	14.9	0.04
71	상수리나무	21.3	15.3	0.04
71	갈참나무	5.7	12.4	0.04
71	상수리나무	17	14.8	0.04
71	갈참나무	3.3	11.3	0.04
71	갈참나무	3.5	11.4	0.04
71	상수리나무	12.2	14	0.04
71	상수리나무	11.5	13.9	0.04
71	갈참나무	12.4	14	0.04
71	잣나무	6.3	12.6	0.04
71	갈참나무	3.5	11.4	0.04
71	중부지방소나무	8.5	13.2	0.04
71	갈참나무	7.9	13	0.04
71	갈참나무	12.8	14.1	0.04
71	갈참나무	7.1	12.8	0.04
71	갈참나무	6	12.5	0.04
71	갈참나무	4.5	11.9	0.04
71	중부지방소나무	13	14.1	0.04
71	갈참나무	4.8	12	0.04
71	갈참나무	7.2	12.8	0.04
71	중부지방소나무	19	15	0.04
71	신갈나무	6	12.5	0.04
71	갈참나무	5.3	12.2	0.04
71	상수리나무	10	13.5	0.04
71	갈참나무	8.6	13.2	0.04
71	갈참나무	2.4	10.7	0.04
71	갈참나무	10	13.5	0.04
71	갈참나무	15.4	14.5	0.04
71	갈참나무	3.2	11.2	0.04
71	갈참나무	4.8	12	0.04
71	갈참나무	3.7	11.5	0.04
71	갈참나무	3.9	11.6	0.04
71	갈참나무	3.5	11.4	0.04
71	갈참나무	9.5	13.4	0.04
71	갈참나무	13.2	14.2	0.04
71	갈참나무	8.9	13.3	0.04
71	갈참나무	7.7	13	0.04
71	상수리나무	4.8	12	0.04
71	중부지방소나무	3.5	11.4	0.04
71	갈참나무	2.6	10.9	0.04
71	중부지방소나무	9.2	13.4	0.04
71	중부지방소나무	6.7	12.7	0.04
71	신갈나무	15.5	14.5	0.04
71	상수리나무	15	14.5	0.04
71	갈참나무	4.1	11.7	0.04
71	갈참나무	4.7	12	0.04
71	중부지방소나무	10.5	13.7	0.04
71	갈참나무	6	12.5	0.04
71	상수리나무	11.7	13.9	0.04
71	중부지방소나무	4.6	11.9	0.04
71	갈참나무	8.7	13.2	0.04
71	갈참나무	7	12.8	0.04
71	갈참나무	5.5	12.3	0.04
71	갈참나무	3.3	11.3	0.04
71	중부지방소나무	11.7	13.9	0.04
71	갈참나무	5.9	12.4	0.04
71	갈참나무	13.7	14.3	0.04
71	갈참나무	14.8	14.4	0.04
71	갈참나무	3	11.1	0.04
71	갈참나무	4.2	11.8	0.04
71	상수리나무	26	15.8	0.04
71	갈참나무	4.5	11.9	0.04
71	상수리나무	11.5	13.9	0.04
71	졸참나무	4.5	11.9	0.04
71	상수리나무	4.4	11.8	0.04
71	갈참나무	5.5	12.3	0.04
71	산벚나무	8.3	13.1	0.04
71	상수리나무	12.2	14	0.04
71	상수리나무	17	14.8	0.04
71	상수리나무	10.2	13.6	0.04
71	상수리나무	38.3	16.9	0.04
71	상수리나무	19.7	15.1	0.04
71	상수리나무	15.5	14.5	0.04
71	갈참나무	3.3	11.3	0.04
71	갈참나무	7	12.8	0.04
71	갈참나무	4.9	12.1	0.04
71	중부지방소나무	6.8	12.7	0.04
71	갈참나무	2.8	11	0.04
71	갈참나무	7.2	12.8	0.04
71	상수리나무	24.2	15.6	0.04
71	상수리나무	27	15.9	0.04
71	상수리나무	13.4	14.2	0.04
72	신갈나무	3.3	7.3	0.04
72	신갈나무	17	9.3	0.04
72	신갈나무	16.2	9.2	0.04
72	신갈나무	9.8	8.6	0.04
72	신갈나무	11.8	8.8	0.04
72	신갈나무	6	8	0.04
72	신갈나무	5.2	7.8	0.04
72	신갈나무	11.1	8.7	0.04
72	신갈나무	5.1	7.8	0.04
72	신갈나무	10.9	8.7	0.04
72	신갈나무	17.3	9.3	0.04
72	신갈나무	14	9	0.04
72	신갈나무	5.3	7.8	0.04
72	신갈나무	3	7.2	0.04
72	신갈나무	13.1	8.9	0.04
72	신갈나무	7.2	8.2	0.04
72	신갈나무	11.2	8.7	0.04
72	신갈나무	11	8.7	0.04
72	신갈나무	14	9	0.04
72	신갈나무	13.5	9	0.04
72	신갈나무	3.4	7.4	0.04
72	신갈나무	7.6	8.3	0.04
72	신갈나무	3.3	7.3	0.04
72	신갈나무	4.7	7.7	0.04
72	신갈나무	5.3	7.8	0.04
72	신갈나무	8.4	8.4	0.04
72	신갈나무	17.9	9.4	0.04
72	신갈나무	4.8	7.7	0.04
72	신갈나무	8.2	8.4	0.04
72	신갈나무	10.8	8.7	0.04
72	신갈나무	7.6	8.3	0.04
72	신갈나무	9	8.5	0.04
72	신갈나무	2.4	7	0.04
72	신갈나무	15.3	9.1	0.04
72	신갈나무	8.8	8.4	0.04
72	신갈나무	4.7	7.7	0.04
72	신갈나무	9.5	8.5	0.04
72	신갈나무	4.5	7.7	0.04
73	갈참나무	3.9	6.9	0.09
73	갈참나무	6.2	8.7	0.09
73	상수리나무	19.6	15.9	0.09
73	중부지방소나무	8	10	0.09
73	갈참나무	8.1	10	0.09
73	갈참나무	3.5	6.5	0.09
73	갈참나무	9.8	11.1	0.09
73	갈참나무	11.2	11.9	0.09
73	중부지방소나무	6.1	8.7	0.09
73	상수리나무	20	16.1	0.09
73	상수리나무	18.9	15.6	0.09
73	중부지방소나무	7	9.3	0.09
73	갈참나무	5.3	8.1	0.09
73	갈참나무	9.9	11.2	0.09
73	갈참나무	6.4	8.9	0.09
73	상수리나무	5.9	8.5	0.09
73	갈참나무	4.2	7.1	0.09
73	갈참나무	7.4	9.6	0.09
73	상수리나무	5.5	8.2	0.09
73	중부지방소나무	8.7	10.4	0.09
73	갈참나무	9.7	11	0.09
73	갈참나무	4.5	7.4	0.09
73	갈참나무	7.5	9.7	0.09
73	갈참나무	5.4	8.1	0.09
73	갈참나무	16.8	14.7	0.09
73	갈참나무	5.5	8.2	0.09
73	상수리나무	19.6	15.9	0.09
73	갈참나무	6.5	9	0.09
73	갈참나무	7.4	9.6	0.09
73	갈참나무	6.2	8.7	0.09
73	갈참나무	9.9	11.2	0.09
73	갈참나무	5.5	8.2	0.09
73	상수리나무	23.8	17.6	0.09
73	갈참나무	7.4	9.6	0.09
73	갈참나무	5.8	8.4	0.09
73	갈참나무	4.9	7.7	0.09
73	갈참나무	7.9	9.9	0.09
73	갈참나무	15.1	13.9	0.09
73	갈참나무	8.2	10.1	0.09
73	갈참나무	4	7	0.09
73	갈참나무	7.2	9.5	0.09
73	산벚나무	5.8	8.4	0.09
73	갈참나무	5.9	8.5	0.09
73	갈참나무	13	12.8	0.09
73	갈참나무	4.8	7.7	0.09
73	갈참나무	3.7	6.7	0.09
73	갈참나무	4.3	7.2	0.09
73	갈참나무	3.9	6.9	0.09
73	갈참나무	4.2	7.1	0.09
73	상수리나무	7.3	9.5	0.09
73	갈참나무	4.1	7.1	0.09
73	상수리나무	9.5	10.9	0.09
73	갈참나무	2.6	5.6	0.09
73	갈참나무	3.3	6.3	0.09
73	갈참나무	3	6	0.09
73	갈참나무	4.7	7.6	0.09
73	갈참나무	3.5	6.5	0.09
73	갈참나무	3.5	6.5	0.09
73	갈참나무	15.8	14.2	0.09
73	갈참나무	7.5	9.7	0.09
73	신갈나무	13	12.8	0.09
73	상수리나무	13.5	13.1	0.09
73	갈참나무	8.9	10.6	0.09
73	상수리나무	15.5	14.1	0.09
73	갈참나무	7.3	9.5	0.09
73	상수리나무	18.5	15.4	0.09
73	갈참나무	3.1	6.1	0.09
73	상수리나무	10	11.2	0.09
73	갈참나무	8.3	10.2	0.09
73	상수리나무	10.2	11.3	0.09
73	갈참나무	6.1	8.7	0.09
73	신갈나무	17.3	14.9	0.09
73	갈참나무	8.7	10.4	0.09
73	중부지방소나무	8.9	10.6	0.09
73	갈참나무	7.4	9.6	0.09
73	갈참나무	10.4	11.4	0.09
73	갈참나무	3.5	6.5	0.09
73	갈참나무	7.5	9.7	0.09
73	갈참나무	6.5	9	0.09
73	갈참나무	3.8	6.8	0.09
73	갈참나무	6.3	8.8	0.09
73	갈참나무	9.8	11.1	0.09
73	상수리나무	13.2	12.9	0.09
73	갈참나무	5	7.8	0.09
73	갈참나무	6.9	9.2	0.09
73	갈참나무	5	7.8	0.09
73	갈참나무	5.4	8.1	0.09
73	갈참나무	4.4	7.3	0.09
73	갈참나무	8.5	10.3	0.09
73	상수리나무	20.3	16.2	0.09
73	갈참나무	12.3	12.5	0.09
73	갈참나무	4.3	7.2	0.09
73	갈참나무	4.6	7.5	0.09
73	갈참나무	3.7	6.7	0.09
73	갈참나무	9.5	10.9	0.09
73	갈참나무	13.5	13.1	0.09
73	갈참나무	6	8.6	0.09
73	갈참나무	9	10.6	0.09
73	상수리나무	17.2	14.9	0.09
73	갈참나무	14	13.3	0.09
73	갈참나무	6.4	8.9	0.09
73	갈참나무	4.7	7.6	0.09
73	갈참나무	5.4	8.1	0.09
73	갈참나무	5.2	8	0.09
73	갈참나무	5.5	8.2	0.09
73	갈참나무	9	10.6	0.09
73	갈참나무	17.5	15	0.09
73	중부지방소나무	8.8	10.5	0.09
73	갈참나무	10.5	11.5	0.09
73	갈참나무	9.1	10.7	0.09
73	갈참나무	5.5	8.2	0.09
73	갈참나무	5.8	8.4	0.09
73	갈참나무	9	10.6	0.09
73	상수리나무	8.6	10.4	0.09
73	갈참나무	3.8	6.8	0.09
73	갈참나무	3.4	6.4	0.09
73	갈참나무	6.5	9	0.09
73	갈참나무	7.5	9.7	0.09
73	갈참나무	4.4	7.3	0.09
73	상수리나무	12.2	12.4	0.09
73	갈참나무	5.8	8.4	0.09
73	갈참나무	8.5	10.3	0.09
73	신갈나무	12.6	12.6	0.09
73	갈참나무	4	7	0.09
73	상수리나무	17.5	15	0.09
73	갈참나무	4.4	7.3	0.09
73	갈참나무	6.3	8.8	0.09
73	갈참나무	8	10	0.09
73	상수리나무	30.2	19.9	0.09
73	신갈나무	5.1	7.9	0.09
