model	response	x	predicted	pred_q05	pred_q95
ftp_k0	befa.st	0.826888558927276	1.28278995601886	1.09569976877342	1.4567832642345
ftp_k0	befa.st	0.837260128624197	1.28262863990292	1.09562634929399	1.45660361104338
ftp_k0	befa.st	0.847631698321118	1.2824782456431	1.09550818263915	1.45650221639628
ftp_k0	befa.st	0.858003268018039	1.28233802187064	1.09537230160498	1.45639061209605
ftp_k0	befa.st	0.868374837714961	1.28220726971886	1.09524022845613	1.45624733380546
ftp_k0	befa.st	0.878746407411882	1.28208533909822	1.0951118420375	1.4561148526146
ftp_k0	befa.st	0.889117977108803	1.28197162523978	1.09499777669244	1.45598746997428
ftp_k0	befa.st	0.899489546805724	1.28186556548711	1.09488503429158	1.45586640933367
ftp_k0	befa.st	0.909861116502645	1.28176663631889	1.09478078590036	1.45575442639815
ftp_k0	befa.st	0.920232686199567	1.281674350585	1.09467024729058	1.45565084032359
ftp_k0	befa.st	0.930604255896488	1.28158825494084	1.09456861966712	1.45555502134137
ftp_k0	befa.st	0.940975825593409	1.28150792746538	1.09448505715106	1.45544552217143
ftp_k0	befa.st	0.95134739529033	1.28143297544947	1.09440779182436	1.45537090320546
ftp_k0	befa.st	0.961718964987252	1.28136303334227	1.0943363490774	1.45531524034243
ftp_k0	befa.st	0.972090534684173	1.28129776084413	1.09427029007601	1.45524877036176
ftp_k0	befa.st	0.982462104381094	1.28123684113543	1.09418412211249	1.4551764282989
ftp_k0	befa.st	0.992833674078015	1.28117997923159	1.09408268467687	1.45505251583069
ftp_k0	befa.st	1.00320524377494	1.28112690045494	1.09398750078865	1.4550235645271
ftp_k0	befa.st	1.01357681347186	1.28107734901525	1.09396900833187	1.4549149188468
ftp_k0	befa.st	1.02394838316878	1.28103108669096	1.09391356756207	1.45484399249634
ftp_k0	befa.st	1.0343199528657	1.28098789160381	1.09389502434646	1.45482185605624
ftp_k0	befr.st	0.00753455287049989	0.582804886651953	0.370187677657009	0.853386668016756
ftp_k0	befr.st	0.0179061225674211	0.578016076101333	0.366813551432439	0.845191717944142
ftp_k0	befr.st	0.0282776922643423	0.573295432305475	0.363184567949723	0.839059615253859
ftp_k0	befr.st	0.0386492619612635	0.568641697430437	0.360120144804358	0.832502921950049
ftp_k0	befr.st	0.0490208316581847	0.564053643336349	0.356455934232239	0.825831249200773
ftp_k0	befr.st	0.059392401355106	0.559530070719215	0.353304462737629	0.820090554280267
ftp_k0	befr.st	0.0697639710520272	0.555069808281617	0.350437127346265	0.813165239849767
ftp_k0	befr.st	0.0801355407489484	0.550671711931231	0.347502446893575	0.80695085778432
ftp_k0	befr.st	0.0905071104458696	0.546334664006107	0.344579968882818	0.800255925455544
ftp_k0	befr.st	0.100878680142791	0.542057572525713	0.341467286540532	0.794636086336968
ftp_k0	befr.st	0.111250249839712	0.537839370466789	0.338566969094593	0.788220232487558
ftp_k0	befr.st	0.121621819536633	0.533679015063076	0.335220282849296	0.782767167031554
ftp_k0	befr.st	0.131993389233554	0.529575487128054	0.331972619488006	0.777136366213596
ftp_k0	befr.st	0.142364958930476	0.525527790399813	0.328789494413395	0.771165753912064
ftp_k0	befr.st	0.152736528627397	0.52153495090728	0.326011804890601	0.766250853622201
ftp_k0	befr.st	0.163108098324318	0.517596016356977	0.323954333028587	0.760970654541644
ftp_k0	befr.st	0.173479668021239	0.513710055539598	0.32112520147724	0.756025562421622
ftp_k0	befr.st	0.183851237718161	0.509876157755656	0.318830870517906	0.750913591254423
ftp_k0	befr.st	0.194222807415082	0.506093432259525	0.316149796123475	0.745336768515297
ftp_k0	befr.st	0.204594377112003	0.502361007721205	0.313097132074879	0.74054820556472
ftp_k0	befr.st	0.214965946808924	0.498678031705172	0.310145473030161	0.734679941291773
ftp_k0	befr.st	0.225337516505845	0.495043670165701	0.307402218909425	0.728232107291051
ftp_k0	befr.st	0.235709086202767	0.491457106958074	0.30542292716232	0.721594895369814
ftp_k0	befr.st	0.246080655899688	0.487917543365103	0.302811784386864	0.716768694310541
