model	model_structure	family	response	n	observed_mean	yrep_median_mean	mean_residual	rmse	mean_abs_std_residual	prop_outside_yrep90	prop_pp_twotail_lt_0.10	prop_pp_twotail_lt_0.05
base_k0_gamma	base_k0	gamma	befr.st	524	0.442216609003624	0.403810520270736	0.0384060887328879	0.269417412059303	0.745854949510873	0.0858778625954199	0.0858778625954199	0.0610687022900763
base_k0_gaussian	base_k0	gaussian	befr.st	524	0.442216609003624	0.441003175673552	0.0012134333300716	0.266665529448269	0.66124236948746	0.0534351145038168	0.0534351145038168	0.0362595419847328
base_k0_lognormal	base_k0	lognormal	befr.st	524	0.442216609003624	0.385555033163869	0.0566615758397547	0.272304372294064	0.675354941207916	0.0858778625954199	0.083969465648855	0.0572519083969466
base_k0_student	base_k0	student	befr.st	524	0.442216609003624	0.441292485900076	0.000924123103547806	0.266415201204331	0.662758823703981	0.0553435114503817	0.0553435114503817	0.0381679389312977
ftp_k0_gamma	ftp_k0	gamma	befr.st	524	0.442216609003624	0.407170949303022	0.0350456597006016	0.258898545756713	0.746012383348709	0.0935114503816794	0.0935114503816794	0.0591603053435115
ftp_k0_lognormal	ftp_k0	lognormal	befr.st	524	0.442216609003624	1.00552360133743	-0.563306992333809	0.626778687006006	0.217190234711076	0.0477099236641221	0.0477099236641221	0.0209923664122137
ftp_k0_student	ftp_k0	student	befr.st	524	0.442216609003624	1.0085346621363	-0.566318053132676	0.628064454365719	0.192414891281704	0.0458015267175573	0.0419847328244275	0.0190839694656489
ftp_k1_gamma	ftp_k1	gamma	befr.st	524	0.442216609003624	0.407636074676116	0.0345805343275083	0.259810336942835	0.743649962075308	0.0954198473282443	0.0935114503816794	0.049618320610687
ftp_k1_lognormal	ftp_k1	lognormal	befr.st	524	0.442216609003624	1.00796843067946	-0.565751821675832	0.627945610416119	0.212759556005494	0.0553435114503817	0.0553435114503817	0.0248091603053435
ftp_k1_student	ftp_k1	student	befr.st	524	0.442216609003624	1.00755487484911	-0.565338265845482	0.628469952481572	0.199369159473848	0.0515267175572519	0.0477099236641221	0.0209923664122137
ftp_sp_k0_gamma	ftp_sp_k0	gamma	befr.st	524	0.442216609003624	0.413426669636674	0.0287899393669502	0.225711626809098	0.709859997352085	0.0687022900763359	0.0687022900763359	0.0362595419847328
ftp_sp_k0_lognormal	ftp_sp_k0	lognormal	befr.st	524	0.442216609003624	1.00487391752247	-0.562657308518849	0.626435148392605	0.214285730770867	0.049618320610687	0.049618320610687	0.0209923664122137
ftp_sp_k0_student	ftp_sp_k0	student	befr.st	524	0.442216609003624	1.00651962455663	-0.564303015553009	0.626532712661405	0.193001115244963	0.049618320610687	0.0458015267175573	0.0190839694656489
ftp_sp_k1_gamma	ftp_sp_k1	gamma	befr.st	524	0.442216609003624	0.413019971765675	0.029196637237949	0.222210323880778	0.701928955436797	0.066793893129771	0.0648854961832061	0.0343511450381679
ftp_sp_k1_lognormal	ftp_sp_k1	lognormal	befr.st	524	0.442216609003624	1.00503000245771	-0.562813393454082	0.626978312327552	0.215934388255244	0.0534351145038168	0.0515267175572519	0.0229007633587786
ftp_sp_k1_student	ftp_sp_k1	student	befr.st	524	0.442216609003624	1.00575554027736	-0.563538931273735	0.625952782883593	0.194359262611213	0.049618320610687	0.0458015267175573	0.0190839694656489
ftp_sp_k2_gamma	ftp_sp_k2	gamma	befr.st	524	0.442216609003624	0.412887404494438	0.0293292045091857	0.224441179329094	0.70394838104645	0.0687022900763359	0.066793893129771	0.0362595419847328
ftp_sp_k2_lognormal	ftp_sp_k2	lognormal	befr.st	524	0.442216609003624	1.00359443036171	-0.561377821358088	0.624130778877992	0.212960357340038	0.0477099236641221	0.0477099236641221	0.0209923664122137
ftp_sp_k2_student	ftp_sp_k2	student	befr.st	524	0.442216609003624	1.00223707415548	-0.56002046515186	0.623266263775826	0.192816885038657	0.049618320610687	0.049618320610687	0.017175572519084
PFT_k0_gamma	PFT_k0	gamma	befr.st	524	0.442216609003624	0.407760454109601	0.0344561548940231	0.255083803258426	0.738660735281177	0.0801526717557252	0.0801526717557252	0.049618320610687
PFT_k0_lognormal	PFT_k0	lognormal	befr.st	524	0.442216609003624	0.390350984230734	0.05186562477289	0.259283560328694	0.677063425325214	0.0725190839694656	0.0725190839694656	0.0400763358778626
PFT_k0_student	PFT_k0	student	befr.st	524	0.442216609003624	1.00866932271744	-0.566452713713815	0.627956285809218	0.191933121636883	0.0438931297709924	0.0438931297709924	0.0190839694656489
PFT_k1_gamma	PFT_k1	gamma	befr.st	524	0.442216609003624	0.407571050446219	0.0346455585574052	0.255089176269318	0.741020604391917	0.0820610687022901	0.0820610687022901	0.0458015267175573
PFT_k1_lognormal	PFT_k1	lognormal	befr.st	524	0.442216609003624	0.389748407555231	0.052468201448393	0.259305006584273	0.681786936209753	0.0744274809160305	0.0744274809160305	0.049618320610687
PFT_k1_student	PFT_k1	student	befr.st	524	0.442216609003624	1.00854272347749	-0.566326114473865	0.629516001244505	0.194352640859677	0.0477099236641221	0.0458015267175573	0.0190839694656489
PFT_sp_k0_gamma	PFT_sp_k0	gamma	befr.st	524	0.442216609003624	0.414001256945214	0.0282153520584095	0.225516653445308	0.713605584771798	0.0687022900763359	0.0687022900763359	0.0343511450381679
PFT_sp_k0_lognormal	PFT_sp_k0	lognormal	befr.st	524	0.442216609003624	0.400438202973549	0.0417784060300751	0.23181029498284	0.675513626127204	0.0725190839694656	0.0725190839694656	0.0438931297709924
PFT_sp_k0_student	PFT_sp_k0	student	befr.st	524	0.442216609003624	1.00873782054102	-0.566521211537395	0.630235943462175	0.191341129407623	0.0438931297709924	0.0438931297709924	0.0190839694656489
PFT_sp_k1_gamma	PFT_sp_k1	gamma	befr.st	524	0.442216609003624	0.414081838380147	0.0281347706234771	0.223451030983137	0.707630460860865	0.0725190839694656	0.0706106870229008	0.032442748091603
PFT_sp_k1_lognormal	PFT_sp_k1	lognormal	befr.st	524	0.442216609003624	0.401752813834137	0.0404637951694866	0.231726665819727	0.674409463375488	0.0763358778625954	0.0763358778625954	0.0419847328244275
PFT_sp_k1_student	PFT_sp_k1	student	befr.st	524	0.442216609003624	1.00356268982153	-0.56134608081791	0.624336633122693	0.188521948189387	0.0419847328244275	0.0400763358778626	0.0190839694656489
PFT_sp_k2_gamma	PFT_sp_k2	gamma	befr.st	524	0.442216609003624	0.413136435275088	0.0290801737285357	0.226009850734778	0.706978970492826	0.0706106870229008	0.0687022900763359	0.032442748091603
PFT_sp_k2_lognormal	PFT_sp_k2	lognormal	befr.st	524	0.442216609003624	0.400009386797143	0.0422072222064811	0.231990451585155	0.670077348081548	0.0763358778625954	0.0763358778625954	0.0438931297709924
PFT_sp_k2_student	PFT_sp_k2	student	befr.st	524	0.442216609003624	1.00726137318774	-0.565044764184117	0.628106915355949	0.190944282745045	0.0400763358778626	0.0381679389312977	0.0190839694656489
sp_k0_gamma	sp_k0	gamma	befr.st	524	0.442216609003624	0.413257409989561	0.0289591990140631	0.224823374495791	0.709003690147302	0.0725190839694656	0.0725190839694656	0.0362595419847328
sp_k0_lognormal	sp_k0	lognormal	befr.st	524	0.442216609003624	1.01766755753867	-0.575450948535049	0.635769453487166	0.2133490972525	0.0553435114503817	0.0515267175572519	0.0190839694656489
sp_k0_student	sp_k0	student	befr.st	524	0.442216609003624	1.01862055031941	-0.576403941315788	0.637068924534118	0.189974009784874	0.0438931297709924	0.0438931297709924	0.0209923664122137
sp_k1_gamma	sp_k1	gamma	befr.st	524	0.442216609003624	0.413134543395137	0.0290820656084871	0.225747945421029	0.709585880673508	0.066793893129771	0.066793893129771	0.0381679389312977
sp_k1_lognormal	sp_k1	lognormal	befr.st	524	0.442216609003624	1.01607726753879	-0.573860658535162	0.634747739707055	0.211189731374859	0.0458015267175573	0.0438931297709924	0.0190839694656489
sp_k1_student	sp_k1	student	befr.st	524	0.442216609003624	1.02111688814219	-0.578900279138566	0.639444340874855	0.191161028877341	0.0458015267175573	0.0458015267175573	0.0190839694656489
