model	model_structure	hierarchy	k_depth	response	estimate_level	application_group	parameter	mean	median	sd	q025	q05	q95	q975
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	ENF.CO	A	0.376276947916016	0.357025351819346	0.131933557886323	0.178535436614113	0.209737102562692	0.616657145391656	0.719550667024268
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	ENF.CO	k	2.3266515880835	1.97075358490505	1.44821809652223	0.647412752349211	0.737632642673027	5.03487356027957	5.79995959192696
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	ENF.CO	L	0.135688733962791	0.143517293816116	0.0623089823400519	0.0141461714551858	0.0247383840983951	0.227137025460743	0.239009833089222
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	ENF.PD	A	0.266275066178943	0.264786061361931	0.107493914824313	0.0709185814767969	0.09384436346489	0.442903784015567	0.468147322251212
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	ENF.PD	k	2.3266515880835	1.97075358490505	1.44821809652223	0.647412752349211	0.737632642673027	5.03487356027957	5.79995959192696
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	ENF.PD	L	0.216691756297943	0.23847057836257	0.0882104107456975	0.0218804715984966	0.0422195838167638	0.32822005625191	0.33625963843831
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	ENF.PDe	A	0.359555418071669	0.350141799470416	0.13110580186646	0.130019884587482	0.16467761396729	0.565775403702238	0.612127753021385
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	ENF.PDe	k	2.3266515880835	1.97075358490505	1.44821809652223	0.647412752349211	0.737632642673027	5.03487356027957	5.79995959192696
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	ENF.PDe	L	0.241065017121547	0.262354104998884	0.0933534562815016	0.0240166517350434	0.0504636193336193	0.364264853857989	0.380360384306794
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	ENF.PK	A	0.402062117855743	0.392845176732505	0.157940655197245	0.120447180082259	0.158733122632765	0.660228694209529	0.723961251419775
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	ENF.PK	k	2.3266515880835	1.97075358490505	1.44821809652223	0.647412752349211	0.737632642673027	5.03487356027957	5.79995959192696
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	ENF.PK	L	0.259708945026206	0.284081366353473	0.109751582767175	0.0203541393868996	0.0441475596224311	0.403140386782633	0.419002445925778
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	ENF.PR	A	0.364987587386472	0.338317755227137	0.192691335689498	0.0593121124247964	0.0879434946262287	0.714076282670267	0.768844017160463
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	ENF.PR	k	2.3266515880835	1.97075358490505	1.44821809652223	0.647412752349211	0.737632642673027	5.03487356027957	5.79995959192696
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	ENF.PR	L	0.350609764045603	0.388337124392772	0.141722085327406	0.0259248685605487	0.0565880746891742	0.527060165104811	0.546135512583006
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	ENF.PT	A	0.384123651810635	0.374274731744096	0.184828101856768	0.10864076099846	0.146511921928998	0.62142571592354	0.694921273253779
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	ENF.PT	k	2.3266515880835	1.97075358490505	1.44821809652223	0.647412752349211	0.737632642673027	5.03487356027957	5.79995959192696
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	ENF.PT	L	0.243491766754035	0.261678530602794	0.105101265922972	0.0213558382369102	0.0433490742773899	0.388582017277992	0.406677107808573
