stand_id	sp_code	plot	age	d	h	Bst	Bbr	Bf	Bcr	Vst	Vst.5	ba	befa.v	befa.st	beft.v	beft.st	bwd	PFT	Genus	Family	ft1.forest_type	ft1.dominant_prop	sdi	sdi.1	sdi.2	sdi.3	sdi_max	rsd	rsd.1	rsd.2
1001	QAt	1	NA	0.089	13.5	29.073	1.659	0.834	NA	0.035786	NA	0.00622113885227119	882.076789806069	1.08574966463729	NA	NA	0.812412675347901	EBF	Quercus	Fagaceae	mono_B	0.961367150238378	590.605871444352	482.749911133959	59.3307436943123	26.2583283219624	1297.09365575481	0.455330167427783	0.3721781453422	0.0457412951108657
1001	QAt	1	NA	0.065	9.7	14.172	1.616	1.679	NA	0.016354	NA	0.00331830724035422	1068.05674452733	1.23250070561671	NA	NA	0.866576984224043	EBF	Quercus	Fagaceae	mono_B	0.961367150238378	590.605871444352	482.749911133959	59.3307436943123	26.2583283219624	1297.09365575481	0.455330167427783	0.3721781453422	0.0457412951108657
1001	QAt	1	NA	0.1	11.45	38.237	6.88	3.837	NA	0.043231	NA	0.00785398163397448	1132.38185561287	1.2802782645082	NA	NA	0.884481043695496	EBF	Quercus	Fagaceae	mono_B	0.961367150238378	590.605871444352	482.749911133959	59.3307436943123	26.2583283219624	1297.09365575481	0.455330167427783	0.3721781453422	0.0457412951108657
1001	QAt	1	NA	0.2	14.9	173.474	35.174	11.45	NA	0.225453	NA	0.0314159265358979	976.247821053612	1.26876650103185	NA	NA	0.76944640346325	EBF	Quercus	Fagaceae	mono_B	0.961367150238378	590.605871444352	482.749911133959	59.3307436943123	26.2583283219624	1297.09365575481	0.455330167427783	0.3721781453422	0.0457412951108657
1001	QAt	1	NA	0.157	14.2	118.296	17.04	9.7	NA	0.142178	NA	0.0193592793295837	1020.10156282969	1.22604314600663	NA	NA	0.832027458537889	EBF	Quercus	Fagaceae	mono_B	0.961367150238378	590.605871444352	482.749911133959	59.3307436943123	26.2583283219624	1297.09365575481	0.455330167427783	0.3721781453422	0.0457412951108657
1001	QAt	1	NA	0.223	15.3	244.029	46.642	17.475	NA	0.338512	NA	0.0390570652675917	910.295646830836	1.26274336246921	NA	NA	0.720887294985111	EBF	Quercus	Fagaceae	mono_B	0.961367150238378	590.605871444352	482.749911133959	59.3307436943123	26.2583283219624	1297.09365575481	0.455330167427783	0.3721781453422	0.0457412951108657
1001	QAt	1	NA	0.14	14.3	87.098	15.257	7.398	NA	0.115049	NA	0.01539380400259	953.967439960365	1.26010930216538	NA	NA	0.757051343340663	EBF	Quercus	Fagaceae	mono_B	0.961367150238378	590.605871444352	482.749911133959	59.3307436943123	26.2583283219624	1297.09365575481	0.455330167427783	0.3721781453422	0.0457412951108657
1001	QAt	1	NA	0.12	11.9	51.886	6.17	4.757	NA	0.059633	NA	0.0113097335529233	1053.32617845824	1.21059630728906	NA	NA	0.870088709271712	EBF	Quercus	Fagaceae	mono_B	0.961367150238378	590.605871444352	482.749911133959	59.3307436943123	26.2583283219624	1297.09365575481	0.455330167427783	0.3721781453422	0.0457412951108657
1001.1	CS	1	NA	0.1	12.3	27.921	1.903	1.513	NA	0.056909	NA	0.00785398163397448	550.651039378657	1.12234518820959	NA	NA	0.490625384385598	EBF	Castanopsis	Fagaceae	mono_B	0.961367150238378	590.605871444351	482.749911133959	59.3307436943123	26.2583283219624	964.77394167707	0.612170215146668	0.500376192058829	0.0614970420855039
1001.1	CS	1	NA	0.16	12.5	66.152	6.933	4.899	NA	0.127976	NA	0.0201061929829747	609.364255797962	1.17886080541783	NA	NA	0.516909420516347	EBF	Castanopsis	Fagaceae	mono_B	0.961367150238378	590.605871444351	482.749911133959	59.3307436943123	26.2583283219624	964.77394167707	0.612170215146668	0.500376192058829	0.0614970420855039
1001.1	CS	1	NA	0.12	13.4	37.722	5.722	2.357	NA	0.077088	NA	0.0113097335529233	594.139165628892	1.21417210116113	NA	NA	0.489336861768369	EBF	Castanopsis	Fagaceae	mono_B	0.961367150238378	590.605871444351	482.749911133959	59.3307436943123	26.2583283219624	964.77394167707	0.612170215146668	0.500376192058829	0.0614970420855039
